,tom_agent_class,tom_agent_softmax_temp,tom_agent_num_hypotheses,timestamp,total_wins,total_losses,win_percentage,total_ties,loss_percentage,tie_percentage,seed,total_cost,sequential_agent_class,total_time
166,hm_gpt4o,0.2,3.0,2025-02-11_22-16-27,183,78,0.61,39.0,0.26,0.13,1.0,7.7944,self_transition_up,72.2
167,hm_gpt4o,0.2,9.0,2025-02-11_22-53-52,233,41,0.7766666666666666,26.0,0.1366666666666666,0.0866666666666666,2.0,8.6249,self_transition_up,46.0
168,hm_gpt4o,0.2,0.0,2025-02-11_22-36-32,101,77,0.3366666666666666,122.0,0.2566666666666666,0.4066666666666667,1.0,4.4135,self_transition_up,72.6
169,hm_gpt4o,0.2,7.0,2025-02-11_22-35-45,44,175,0.1466666666666666,81.0,0.5833333333333334,0.27,0.0,16.1664,opponent_transition_stay,74.3
170,hm_gpt4o,0.2,7.0,2025-02-11_22-59-16,177,68,0.59,55.0,0.2266666666666666,0.1833333333333333,1.0,9.4096,self_transition_down,54.3
171,hm_gpt4o,0.2,1.0,2025-02-11_23-19-54,219,42,0.73,39.0,0.14,0.13,2.0,3.7801,self_transition_up,48.5
172,hm_gpt4o,0.2,3.0,2025-02-11_23-28-41,223,47,0.7433333333333333,30.0,0.1566666666666666,0.1,2.0,5.4249,self_transition_up,49.0
173,hm_gpt4o,0.2,7.0,2025-02-11_23-53-37,221,55,0.7366666666666667,24.0,0.1833333333333333,0.08,0.0,9.0871,opponent_transition_up,45.1
174,hm_gpt4o,0.2,1.0,2025-02-12_00-08-25,257,26,0.8566666666666667,17.0,0.0866666666666666,0.0566666666666666,0.0,3.2987,self_transition_down,37.4
175,hm_gpt4o,0.2,3.0,2025-02-12_00-17-39,258,22,0.86,20.0,0.0733333333333333,0.0666666666666666,0.0,3.7492,self_transition_down,29.7
176,hm_gpt4o,0.2,9.0,2025-02-11_23-39-53,134,65,0.4466666666666666,101.0,0.2166666666666666,0.3366666666666666,0.0,19.0891,self_transition_down,67.9
177,hm_gpt4o,0.2,0.0,2025-02-11_23-49-08,91,86,0.3033333333333333,123.0,0.2866666666666667,0.41,2.0,4.3702,self_transition_up,71.6
178,hm_gpt4o,0.2,7.0,2025-02-11_23-50-02,112,95,0.3733333333333333,93.0,0.3166666666666666,0.31,0.0,16.5221,W_stay_L_up_T_down,78.2
179,hm_llama3,,,2025-02-11_20-23-18,51,126,0.17,123.0,0.42,0.41,2.0,0.0,self_transition_down,298.1
180,hm_gpt4o,0.2,7.0,2025-02-12_00-38-46,222,52,0.74,26.0,0.1733333333333333,0.0866666666666666,1.0,9.3836,opponent_transition_up,46.5
181,hm_gpt4o,0.2,9.0,2025-02-12_00-47-50,213,44,0.71,43.0,0.1466666666666666,0.1433333333333333,1.0,8.618,self_transition_down,41.4
182,hm_gpt4o,0.2,3.0,2025-02-12_00-47-24,204,49,0.68,47.0,0.1633333333333333,0.1566666666666666,1.0,6.1077,self_transition_down,48.8
183,hm_gpt4o,0.2,1.0,2025-02-12_00-45-50,194,55,0.6466666666666666,51.0,0.1833333333333333,0.17,1.0,4.3905,self_transition_down,57.0
184,hm_gpt4o,0.2,0.0,2025-02-12_01-00-42,94,134,0.3133333333333333,72.0,0.4466666666666666,0.24,0.0,4.3054,self_transition_down,68.8
185,hm_gpt4o,0.2,9.0,2025-02-12_01-29-15,237,35,0.79,28.0,0.1166666666666666,0.0933333333333333,2.0,8.8901,self_transition_down,42.3
186,hm_gpt4o,0.2,7.0,2025-02-12_01-08-17,103,88,0.3433333333333333,109.0,0.2933333333333333,0.3633333333333333,0.0,15.2454,W_up_L_down_T_stay,79.9
187,hm_gpt4o,0.2,1.0,2025-02-12_01-42-49,211,55,0.7033333333333334,34.0,0.1833333333333333,0.1133333333333333,2.0,3.9257,self_transition_down,49.7
188,hm_gpt4o,0.2,3.0,2025-02-12_01-36-10,178,70,0.5933333333333334,52.0,0.2333333333333333,0.1733333333333333,2.0,6.5647,self_transition_down,60.9
189,hm_gpt4o,0.2,7.0,2025-02-12_01-25-16,63,163,0.21,74.0,0.5433333333333333,0.2466666666666666,0.0,16.3275,opponent_transition_stay,83.6
190,hm_gpt4o,0.2,9.0,2025-02-12_02-11-34,245,42,0.8166666666666667,13.0,0.14,0.0433333333333333,0.0,6.6412,opponent_transition_up,48.6
191,hm_gpt4o,0.2,1.0,2025-02-12_02-32-33,254,31,0.8466666666666667,15.0,0.1033333333333333,0.05,0.0,2.8526,opponent_transition_up,34.9
192,hm_gpt4o,0.2,3.0,2025-02-12_02-37-07,233,48,0.7766666666666666,19.0,0.16,0.0633333333333333,0.0,4.921,opponent_transition_up,45.4
193,hm_gpt4o,0.2,0.0,2025-02-12_02-09-32,71,144,0.2366666666666666,85.0,0.48,0.2833333333333333,1.0,4.3295,self_transition_down,79.0
194,hm_gpt4o,0.2,9.0,2025-02-12_03-00-09,241,40,0.8033333333333333,19.0,0.1333333333333333,0.0633333333333333,1.0,8.6988,opponent_transition_up,46.2
195,hm_gpt4o,0.2,1.0,2025-02-12_03-07-28,224,55,0.7466666666666667,21.0,0.1833333333333333,0.07,1.0,3.5717,opponent_transition_up,42.0
196,hm_gpt4o,0.2,7.0,2025-02-12_02-28-12,87,135,0.29,78.0,0.45,0.26,0.0,16.1026,prev_outcome_prev_transition,89.6
197,hm_gpt4o,0.2,7.0,2025-02-12_02-48-53,67,152,0.2233333333333333,81.0,0.5066666666666667,0.27,1.0,16.1904,opponent_transition_stay,80.9
198,hm_gpt4o,0.2,3.0,2025-02-12_03-22-30,204,65,0.68,31.0,0.2166666666666666,0.1033333333333333,1.0,7.2598,opponent_transition_up,53.9
199,hm_gpt4o,0.2,1.0,2025-02-12_03-49-29,243,40,0.81,17.0,0.1333333333333333,0.0566666666666666,2.0,3.0861,opponent_transition_up,39.0
200,hm_gpt4o,0.2,0.0,2025-02-12_03-28-35,75,138,0.25,87.0,0.46,0.29,2.0,4.3542,self_transition_down,70.8
201,hm_gpt4o,0.2,9.0,2025-02-12_03-46-19,222,50,0.74,28.0,0.1666666666666666,0.0933333333333333,2.0,14.1365,opponent_transition_up,66.5
202,hm_gpt4o,0.2,3.0,2025-02-12_04-16-25,198,73,0.66,29.0,0.2433333333333333,0.0966666666666666,2.0,7.1297,opponent_transition_up,62.3
203,hm_gpt4o,0.2,7.0,2025-02-12_04-09-50,122,75,0.4066666666666667,103.0,0.25,0.3433333333333333,0.0,15.8367,W_stay_L_up_T_down,92.7
204,hm_gpt4o,0.2,1.0,2025-02-12_04-28-29,58,154,0.1933333333333333,88.0,0.5133333333333333,0.2933333333333333,0.0,6.0822,opponent_transition_stay,81.7
205,hm_gpt4o,0.2,0.0,2025-02-12_04-39-24,169,90,0.5633333333333334,41.0,0.3,0.1366666666666666,0.0,4.602,opponent_transition_up,81.6
206,hm_llama3,,,2025-02-12_01-21-25,46,142,0.1533333333333333,112.0,0.4733333333333333,0.3733333333333333,3.0,0.0,self_transition_down,294.8
207,hm_gpt4o,0.2,9.0,2025-02-12_04-52-48,75,147,0.25,78.0,0.49,0.26,0.0,19.5744,opponent_transition_stay,109.6
208,hm_gpt4o,0.2,3.0,2025-02-12_05-18-42,42,194,0.14,64.0,0.6466666666666666,0.2133333333333333,0.0,9.3249,opponent_transition_stay,91.7
209,hm_gpt4o,0.2,1.0,2025-02-12_05-50-12,47,167,0.1566666666666666,86.0,0.5566666666666666,0.2866666666666667,1.0,5.9759,opponent_transition_stay,74.0
210,hm_gpt4o,0.2,7.0,2025-02-12_05-42-32,111,85,0.37,104.0,0.2833333333333333,0.3466666666666667,1.0,16.2194,W_stay_L_up_T_down,90.1
211,hm_gpt4o,0.2,0.0,2025-02-12_06-00-59,169,72,0.5633333333333334,59.0,0.24,0.1966666666666666,1.0,4.4559,opponent_transition_up,77.4
212,hm_gpt4o,0.2,9.0,2025-02-12_06-42-25,74,143,0.2466666666666666,83.0,0.4766666666666667,0.2766666666666666,1.0,18.8945,opponent_transition_stay,89.3
213,hm_gpt4o,0.2,3.0,2025-02-12_06-50-22,90,105,0.3,105.0,0.35,0.35,1.0,9.4027,opponent_transition_stay,82.8
214,hm_gpt4o,0.2,1.0,2025-02-12_07-04-11,67,154,0.2233333333333333,79.0,0.5133333333333333,0.2633333333333333,2.0,6.1457,opponent_transition_stay,79.4
215,hm_gpt4o,0.2,0.0,2025-02-12_07-18-24,149,86,0.4966666666666666,65.0,0.2866666666666667,0.2166666666666666,2.0,4.4254,opponent_transition_up,76.9
216,hm_gpt4o,0.2,7.0,2025-02-12_07-12-37,105,94,0.35,101.0,0.3133333333333333,0.3366666666666666,0.0,16.0472,W_up_L_down_T_stay,86.1
217,hm_gpt4o,0.2,3.0,2025-02-12_08-13-11,177,60,0.59,63.0,0.2,0.21,2.0,6.2107,opponent_transition_stay,61.1
218,hm_gpt4o,0.2,0.0,2025-02-12_08-35-18,49,179,0.1633333333333333,72.0,0.5966666666666667,0.24,0.0,4.2359,opponent_transition_stay,87.6
219,hm_gpt4o,0.2,1.0,2025-02-12_08-23-35,131,51,0.4366666666666666,118.0,0.17,0.3933333333333333,0.0,6.1412,W_stay_L_up_T_down,102.2
220,hm_gpt4o,0.2,9.0,2025-02-12_08-11-44,51,180,0.17,69.0,0.6,0.23,2.0,19.7752,opponent_transition_stay,121.6
221,hm_gpt4o,0.2,7.0,2025-02-12_08-38-43,101,88,0.3366666666666666,111.0,0.2933333333333333,0.37,1.0,16.0507,W_up_L_down_T_stay,108.2
222,hm_gpt4o,0.2,3.0,2025-02-12_09-14-16,113,93,0.3766666666666666,94.0,0.31,0.3133333333333333,0.0,9.4545,W_stay_L_up_T_down,85.8
223,hm_gpt4o,0.2,0.0,2025-02-12_10-02-52,58,195,0.1933333333333333,47.0,0.65,0.1566666666666666,1.0,4.1312,opponent_transition_stay,61.5
224,hm_llama3,,,2025-02-12_06-16-14,44,143,0.1466666666666666,113.0,0.4766666666666667,0.3766666666666666,4.0,0.0,self_transition_down,296.4
225,hm_gpt4o,0.2,0.0,2025-02-12_11-40-19,133,75,0.4433333333333333,92.0,0.25,0.3066666666666666,0.0,4.3539,W_stay_L_up_T_down,75.8
226,hm_gpt4o,0.2,1.0,2025-02-12_11-40-37,122,81,0.4066666666666667,97.0,0.27,0.3233333333333333,1.0,6.0465,W_stay_L_up_T_down,77.8
227,hm_gpt4o,0.2,3.0,2025-02-12_11-40-48,130,65,0.4333333333333333,105.0,0.2166666666666666,0.35,1.0,9.1663,W_stay_L_up_T_down,79.2
228,hm_gpt4o,0.2,9.0,2025-02-12_11-41-23,124,76,0.4133333333333333,100.0,0.2533333333333333,0.3333333333333333,0.0,18.8772,W_stay_L_up_T_down,82.1
229,hm_llama3,,,2025-02-12_11-12-40,225,41,0.75,34.0,0.1366666666666666,0.1133333333333333,0.0,0.0,opponent_transition_up,157.1
230,hm_gpt4o,0.2,0.0,2025-02-12_12-56-08,142,66,0.4733333333333333,92.0,0.22,0.3066666666666666,1.0,4.1952,W_stay_L_up_T_down,64.2
231,hm_gpt4o,0.2,1.0,2025-02-12_12-58-28,127,67,0.4233333333333333,106.0,0.2233333333333333,0.3533333333333333,2.0,6.0792,W_stay_L_up_T_down,70.3
232,hm_gpt4o,0.2,3.0,2025-02-12_13-00-02,125,67,0.4166666666666667,108.0,0.2233333333333333,0.36,2.0,9.125,W_stay_L_up_T_down,71.3
233,hm_gpt4o,0.2,9.0,2025-02-12_13-03-29,114,100,0.38,86.0,0.3333333333333333,0.2866666666666667,1.0,19.5037,W_stay_L_up_T_down,79.0
234,hm_gpt4o,0.2,0.0,2025-02-12_14-00-22,128,75,0.4266666666666667,97.0,0.25,0.3233333333333333,2.0,4.3053,W_stay_L_up_T_down,66.1
235,hm_gpt4o,0.2,1.0,2025-02-12_14-08-47,101,97,0.3366666666666666,102.0,0.3233333333333333,0.34,0.0,6.0028,W_up_L_down_T_stay,64.0
236,hm_gpt4o,0.2,3.0,2025-02-12_14-11-22,124,83,0.4133333333333333,93.0,0.2766666666666666,0.31,0.0,8.788,W_up_L_down_T_stay,63.7
237,hm_gpt4o,0.2,9.0,2025-02-12_14-22-29,119,85,0.3966666666666666,96.0,0.2833333333333333,0.32,2.0,18.8998,W_stay_L_up_T_down,71.4
238,hm_gpt4o,0.2,0.0,2025-02-12_15-06-29,104,81,0.3466666666666667,115.0,0.27,0.38333333333333336,0.0,4.397,W_up_L_down_T_stay,62.1
